Body;Body_new;Tag
Đợt này tôi từ SG đi HN và ngừng chân tại Mường thanh, giá phòng họp lý khi đặt onl. Giá trực tiếp khá cao. Được bạn Hồng hỗ trợ nhận phòng nhanh chóng và hỏi thăm giờ tôi trả phòng và chuẩn bị xuất ăn sáng mang đi. Khi về lại SG nhất định sẽ đặt lại Mường Thanh;Đợt này tôi từ SG đi HN và ngừng chân tại Mường thanh, giá phòng họp lý khi đặt onl. Giá trực tiếp khá cao. Được bạn Hồng hỗ trợ nhận phòng nhanh chóng và hỏi thăm giờ tôi trả phòng và chuẩn bị xuất ăn sáng mang đi. Khi về lại SG nhất định sẽ đặt lại Mường Thanh;Positive
Khách sạn cách biển 6p đi bộ. Đường đi vào khá đẹp nhiều góc chụp khá chill. Phòng ở rất đẹp, mới , các bạn nhân viên hỗ trợ nhiệt tình , thân thiện. Đồ ăn sáng rất ngon a.;Khách sạn cách biển 6p đi bộ. Đường đi vào khá đẹp nhiều góc chụp khá chill. Phòng ở rất đẹp, mới , các bạn nhân viên hỗ trợ nhiệt tình , thân thiện. Đồ ăn sáng rất ngon a.;Positive
cảm thấy bất ngờ với chất lượng so với mức giá này, phòng ốc đẹp, dịch vụ oke, chăn ga gối tạm chấp nhận được, có 1 vài vết bẩn thì là do phía nhà giặt xử lí không được thôi chứ vẫn thơm tho , nhân viên nhiệt tình đón tiếp và hỗ trợ khách hàng. Khách sạn hỗ trợ cho khách nhận phòng sớm trong khung 12h trở đi ♥️♥️👍👍;cảm thấy bất ngờ với chất lượng so với mức giá này, phòng ốc đẹp, dịch vụ oke, chăn ga gối tạm chấp nhận được, có 1 vài vết bẩn thì là do phía nhà giặt xử lí không được thôi chứ vẫn thơm tho , nhân viên nhiệt tình đón tiếp và hỗ trợ khách hàng.;Neutral
Đặt qua agoda được giá giảm rất mềm. Phòng thường tuy nhỏ nhưng đầy đủ tiện nghi, hiện đại, sạch sẽ, có 2 phòng thông nhau cho gia đình khá tiện. Có bể bơi nhỏ ngoài trời nhưng nhà hàng tầng 10 đã ngưng hoạt động. Có cho thuê xe máy, đặt tour giá tốt, nhân viên trẻ thân thiện, nhiệt tình, dịch vụ rất tốt Điểm trừ là khách sạn ở trong hẻm sâu, đi bộ ra biển mất 10p nên thuê xe máy sẽ tiện hơn nhiều;Đặt qua agoda được giá giảm rất mềm. Phòng thường tuy nhỏ nhưng đầy đủ tiện nghi, hiện đại, sạch sẽ, có 2 phòng thông nhau cho gia đình khá tiện. Có bể bơi nhỏ ngoài trời nhưng nhà hàng tầng 10 đã ngưng hoạt động.;Positive
Lần đầu tiên mình book ở đây đc nhân viên update lên phòng tình yêu view đẹp, có bồn tắm nữa mà vẫn giữ nguyên giá. Tuy nhiên phòng cách âm kém mình ngủ mà cứ nghe tiếng động mấy phòng khác đóng cửa ra vào khó chịu, còn lại mọi thứ đều ổn. Nhân viên dọn phòng nhiệt tình, chỗ ở ngủ rất ngon nha, không biết s chứ mấy ks kia mình ngủ chập chờn mà ks này kiểu thoái mái bật đèn ngủ lên ngủ ngon k cần phải để điện sáng;Lần đầu tiên mình book ở đây đc nhân viên update lên phòng tình yêu view đẹp, có bồn tắm nữa mà vẫn giữ nguyên giá. Tuy nhiên phòng cách âm kém mình ngủ mà cứ nghe tiếng động mấy phòng khác đóng cửa ra vào khó chịu, còn lại mọi thứ đều ổn.;Neutral
Phòng sạch sẽ, tiện nghi, giá cả rất hợp lí. Mấy anh lễ tân siêu dễ thương, thân thiện. Một điểm nên đến nếu bạn tới Nha Trang, rất đáng trải nghiệm.;Phòng sạch sẽ, tiện nghi, giá cả rất hợp lí. Mấy anh lễ tân siêu dễ thương, thân thiện. Một điểm nên đến nếu bạn tới Nha Trang, rất đáng trải nghiệm.;Positive
Khách sạn đẹp, phong cách hiện đại và có tính chuyên nghiệp cao. Phòng đẹp, sạch sẽ, tiện nghi đầy đủ. Hồ bơi tầng thượng xinh xắn, sạch sẽ, có view. Hôm nào cũng có người vào dọn dẹp phòng theo đúng yêu cầu. Nhân viên tiếp tân tác phong rất chuyên nghiệp, lịch sự, mến khách. Có chỗ để xe dưới hầm cho khách. Giá phòng rẻ hơn chất lượng phòng.;Khách sạn đẹp, phong cách hiện đại và có tính chuyên nghiệp cao. Phòng đẹp, sạch sẽ, tiện nghi đầy đủ. Hồ bơi tầng thượng xinh xắn, sạch sẽ, có view. Hôm nào cũng có người vào dọn dẹp phòng theo đúng yêu cầu. Nhân viên tiếp tân tác phong rất chuyên nghiệp, lịch sự, mến khách.;Positive
Khách sạn sạch sẽ, phòng rộng rãi, giá phòng rẻ so với vị trí trung tâm thành phố. (Cách biển 5 phút đi bộ). Nhân viên thân thiện, nhiệt tình hộ trợ 24/24. (Đặc biệt khen ngợi 2 bạn Hùng Y Hô);Khách sạn sạch sẽ, phòng rộng rãi, giá phòng rẻ so với vị trí trung tâm thành phố. (Cách biển 5 phút đi bộ). Nhân viên thân thiện, nhiệt tình hộ trợ 24/24. (Đặc biệt khen ngợi 2 bạn Hùng Y Hô);Positive
Khách sạn nằm trong hẻm, khá gần biển. Nhân viên thân thiện, nhiệt tình. Phòng đẹp, hơi nóng, nhìn chung rất ổn với giá tiền. Cảm ơn rất nhiều;Khách sạn nằm trong hẻm, khá gần biển. Nhân viên thân thiện, nhiệt tình. Phòng đẹp, hơi nóng, nhìn chung rất ổn với giá tiền. Cảm ơn rất nhiều;Positive
Nhân viên thân thiện dễ tính phục vụ khách nhiệt tình sẽ còn quay lại mọi người nên book phòng qua Agoda để được giá yêu đãi;Nhân viên thân thiện dễ tính phục vụ khách nhiệt tình sẽ còn quay lại mọi người nên book phòng qua Agoda để được giá yêu đãi;Positive
Khách sạn nằm trong hẻm, nhưng cũng rất dễ tìm thấy, xung quanh mát mẻ sạch sẽ thoáng mát. Chỗ ở cũng sạch sẽ, nằm rộng, chỗ để xe máy hơi chật chút xíu. Nói chung với giá tiền như vậy cũng phù hợp;Khách sạn nằm trong hẻm, nhưng cũng rất dễ tìm thấy, xung quanh mát mẻ sạch sẽ thoáng mát. Chỗ ở cũng sạch sẽ, nằm rộng, chỗ để xe máy hơi chật chút xíu. Nói chung với giá tiền như vậy cũng phù hợp;Positive
Ks ở trong hẻm hơi khó tìm. Phòng nhỏ. Mình đã có 1 trải nghiệm k tốt ở đây. Khi nhận phòng bạn lễ tân chỉ nhắc mình k hút thuốc trong phòng. Trong phòng cũng k có 1 bảng nội quy nào về cấm mang sầu riêng vào ks. Đến lúc dọn phòng mấy chị dọn dẹp mới nhắc, mình có xuống gặp lễ tân và nói bạn chỉ nhắc mình k hút thuốc thôi. Bạn lễ tân đó đã nhận là k nhắc mình về chuyện mang sầu riêng vào ks và có nói sẽ xin sếp để mình k bị phạt tiền. Nhưng hôm sau lúc mình trả phòng thì là ca của bạn lễ tân khác. Bạn này luôn miệng khăng khăng là bạn kia có nhắc mình, còn nói có ghi âm và quay video lại. Mình yêu cầu mở ra đối chất thì k làm. Mình cũng đã nói lỗi này là từ 2 phía chứ k phải lỗi của riêng mình nhưng bạn lễ tân đó luôn miệng khẳng định đó chỉ là lỗi của mình. Nhân viên ở đây cũng k thân thiện. Cùng là ks 4 sao ở Nha Trang nhưng ở ks khác các bạn nhân viên còn giúp mình mang đồ lên tận phòng và ra xe khi mình check out. Còn ở đây khi mình đến check in vác đồ nặng cũng dửng dưng như k. Cũng k có 1 câu chào hỏi khách. Đồ ăn sáng thì chịu, mình k nuốt nổi. Mình đặt bún bò nhưng miếng huyết hôi kinh khủng, kiểu để lâu, nước dùng thì nguội ngắt. Hôm đấy cả 2 vk ck mình đều bị đau bụng. Nói chung, nếu muốn tiết kiệm thì ở đây cũng tạm. Còn nếu muốn đi chơi nghỉ ngơi thoải mái thì có rất nhiều ks khác ok hơn rất nhiều. Thân ái!;Ks ở trong hẻm hơi khó tìm. Phòng nhỏ. Mình đã có 1 trải nghiệm k tốt ở đây. Khi nhận phòng bạn lễ tân chỉ nhắc mình k hút thuốc trong phòng. Trong phòng cũng k có 1 bảng nội quy nào về cấm mang sầu riêng vào ks.;Negative
Phòng ở sạch sẽ, nhân viên nhiệt tình, phòng đầy đủ tiện nghi, mọi thứ rất tốt;Phòng ở sạch sẽ, nhân viên nhiệt tình, phòng đầy đủ tiện nghi, mọi thứ rất tốt;Positive
Phòng ngủ đẹp và sang trọng chất lượng 😍. Nhan vien nhiệt tình. Chu đáo. De thg.;Phòng ngủ đẹp và sang trọng chất lượng 😍. Nhan vien nhiệt tình. Chu đáo. De thg.;Positive
Tuy ở trong ngõ nhưng ở trung tâm. Ngủ nghỉ đơn thuần ok (không bể bơi, ăn sáng,...). Hợp túi tiền sạch sẽ;Tuy ở trong ngõ nhưng ở trung tâm. Ngủ nghỉ đơn thuần ok (không bể bơi, ăn sáng,...). Hợp túi tiền sạch sẽ;Positive
Phòng nội thất tiện nghi đầy đủ, sạch sẽ, người lau dọn hằng ngày, quan trọng nhất là giá quá tốt so với phòng!;Phòng nội thất tiện nghi đầy đủ, sạch sẽ, người lau dọn hằng ngày, quan trọng nhất là giá quá tốt so với phòng!;Positive
Mình book ks này khá nhiều lần vì hay về NT có công việc, giá ổn và phòng cũng ok. Nhưng đợt này không biết sao phòng rất dễ có kiến, lau chùi phòng sơ sài để lại cặn bẩn ở tolet và góc bàn trang điểm, mép ly rất nhiều. Không dọn sạch như những lần trước. Khăn tắm thì chỉ để 1 khăn mặt và 1 khăn tắm nhưng phòng mình book là ở cho 2 người mà. Với cả khăn tắm đợt này đã bị bung hết đường chỉ xơ xác r mà vẫn để cho khách. Nói chung khách sạn nên xem lại khâu vệ sinh phòng lại khá sơ sài nhé. Và đợt này không có nước lọc sẵn trong phòng, tivi thì ks có thề cập nhật thêm netflix cho khách.;Mình book ks này khá nhiều lần vì hay về NT có công việc, giá ổn và phòng cũng ok. Nhưng đợt này không biết sao phòng rất dễ có kiến, lau chùi phòng sơ sài để lại cặn bẩn ở tolet và góc bàn trang điểm, mép ly rất nhiều. Không dọn sạch như những lần trước.;Negative
Phòng sạch , gọn ,rộng rãi, lễ tân hỗ trợ nhiệt tình , 10 điểm không nhưng.;Phòng sạch , gọn ,rộng rãi, lễ tân hỗ trợ nhiệt tình , 10 điểm không nhưng.;Positive
khách sạn thoải mái cho khách check in sớm, tiếc là hồ bơi do thời tiếc hum hoạt động. Mong nhân viên lễ tân sẽ chăm sóc khách hàng chu đáo và nhanh nhẹn hơn nhé;khách sạn thoải mái cho khách check in sớm, tiếc là hồ bơi do thời tiếc hum hoạt động. Mong nhân viên lễ tân sẽ chăm sóc khách hàng chu đáo và nhanh nhẹn hơn nhé;Neutral
Phòng thoáng nhưng hơi cũ do lâu ngày không có khách. Lễ tân dễ chịu. Vị trí Ok, đi bộ ra biển & các điểm du lịch lân cận! Sẽ ủng hộ tiếp cho lần quay lại sau nhé!;Phòng thoáng nhưng hơi cũ do lâu ngày không có khách. Lễ tân dễ chịu. Vị trí Ok, đi bộ ra biển & các điểm du lịch lân cận! Sẽ ủng hộ tiếp cho lần quay lại sau nhé!;Positive
Khách sạn nằm trong hẻm 51 Tuệ Tĩnh, sạch sẽ, gọn gàng. Phòng rộng rãi thoáng mát. Nhân viên nhiệt tình! Vị trí dễ tìm, ô tô vào được nhưng đi bộ ra biển hơi xa (với người lười đi bộ). Cá nhân mình thấy ổn & rất đáng giá tiền mình đã trả cho khách sạn này. Rẻ hơn nhiều so với các khách sạn phía ngoài mặt phố! Đi bộ ra biển thấy ngay Vinperland. Đẹp & tiện!;Khách sạn nằm trong hẻm 51 Tuệ Tĩnh, sạch sẽ, gọn gàng. Phòng rộng rãi thoáng mát. Nhân viên nhiệt tình! Vị trí dễ tìm, ô tô vào được nhưng đi bộ ra biển hơi xa (với người lười đi bộ). Cá nhân mình thấy ổn & rất đáng giá tiền mình đã trả cho khách sạn này.;Positive
Nội thất hư tùm lum tùm la ống nước thì nửa đêm cứ nhỏ ( không hiểu sao tiếng nước nhỏ mà to lắm ) không thể ngủ được, phòng cách âm khá kém tuy nhiên giá phòng khá rẻ, nội thất thì tệ “ vòi sen hư, cửa phòng tắm hư, phòng khá nhỏ;Nội thất hư tùm lum tùm la ống nước thì nửa đêm cứ nhỏ ( không hiểu sao tiếng nước nhỏ mà to lắm ) không thể ngủ được, phòng cách âm khá kém tuy nhiên giá phòng khá rẻ, nội thất thì tệ “ vòi sen hư, cửa phòng tắm hư, phòng khá nhỏ;Negative
Phòng sạch sẽ, tiện nghi, giá quá rẻ, hơi xa biển thôi nhưng ko đáng ngại;Phòng sạch sẽ, tiện nghi, giá quá rẻ, hơi xa biển thôi nhưng ko đáng ngại;Positive
Phòng thoải mái rộng rãi, giá ổn chưa đến 200k. Thiết kế thông minh. Chỉ có nhà VS là hơi có mùi. Còn lại rất okela với mức giá này;Phòng thoải mái rộng rãi, giá ổn chưa đến 200k. Thiết kế thông minh. Chỉ có nhà VS là hơi có mùi. Còn lại rất okela với mức giá này;Positive
Phòng sạch sẽ, sáng sủa Cách âm cũng khá ổn, có điều là ở trong hẻm nên đi bộ ra biển hơi xa;Phòng sạch sẽ, sáng sủa Cách âm cũng khá ổn, có điều là ở trong hẻm nên đi bộ ra biển hơi xa;Neutral
Mình có tham khảo qua Agoda thì được giá khá rẻ nên mình & vợ quyết định book ks này nhưng khi đến nơi, chính vì quá rẻ nên không được free 2 chai nước. Ngoài ra không biết vì rẻ quá không mà các dụng cụ như máy sấy tóc, khăn, bàn chải, kem lược đều không có, phải đích thân ra bàn lễ tân kêu thì các bạn mới mang vô, phòng hơi ẩm và toilet có mùi hôi, hơn nữa chống ồn kém. Phòng mình ở là phòng 102, cùng tầng với lễ tân (vì tầng ở dưới là để xe), cũng may mình chỉ ở 1 đêm nên cũng khá mừng;Mình có tham khảo qua Agoda thì được giá khá rẻ nên mình & vợ quyết định book ks này nhưng khi đến nơi, chính vì quá rẻ nên không được free 2 chai nước.;Neutral
Nhân viên nhiệt tình dễ thương, phòng sạch đẹp hiện đại đủ tiện nghi, săn được giá siu rẽ Đáng để ở Điểm trừ nhỏ là Wiffi kém, chập chờn;Nhân viên nhiệt tình dễ thương, phòng sạch đẹp hiện đại đủ tiện nghi, săn được giá siu rẽ Đáng để ở Điểm trừ nhỏ là Wiffi kém, chập chờn;Positive
Khách sạn xây dựng mới nhưng chưa được vệ sinh một cách kỹ lưỡng Yên tĩnh và thoải mái Phù hợp cho kỳ nghỉ ngắn;Khách sạn xây dựng mới nhưng chưa được vệ sinh một cách kỹ lưỡng Yên tĩnh và thoải mái Phù hợp cho kỳ nghỉ ngắn;Neutral
Phù hợp với giá tiền, hi vọng ks chú ý phần khăn tắm vs ga giường hơi mùi;Phù hợp với giá tiền, hi vọng ks chú ý phần khăn tắm vs ga giường hơi mùi;Neutral
Với giá rẻ thì bạn chọn được ks như này là quá hợp lý, có khu để xe ôtô riêng. Nếu là 1 người đòi hỏi nhiều hơn thì nên chọn 1 ks cao cấp hơn.;Với giá rẻ thì bạn chọn được ks như này là quá hợp lý, có khu để xe ôtô riêng. Nếu là 1 người đòi hỏi nhiều hơn thì nên chọn 1 ks cao cấp hơn.;Positive
Khách sạn ổn với giá, có cái đường vào khách sạn là hẻm, khá khó cho ai đi oto, phòng thì các vật dụng còn nhiều thứ bị hỏng, hơi cũ ko còn mượt;Khách sạn ổn với giá, có cái đường vào khách sạn là hẻm, khá khó cho ai đi oto, phòng thì các vật dụng còn nhiều thứ bị hỏng, hơi cũ ko còn mượt;Negative
Phòng đẹp, sạch sẽ mà giá rẻ. Sẽ quay lại khách sạn nếu có dịp ghé Nha Trang;Phòng đẹp, sạch sẽ mà giá rẻ. Sẽ quay lại khách sạn nếu có dịp ghé Nha Trang;Positive
Phòng dễ thương, y hình, hơi nhỏ xíu thôi. Cũng khá đầy đủ tiện nghi. Nhân viên dễ thương. Gần trung tâm. Phòng giá tốt;Phòng dễ thương, y hình, hơi nhỏ xíu thôi. Cũng khá đầy đủ tiện nghi. Nhân viên dễ thương. Gần trung tâm. Phòng giá tốt;Positive
Phòng sạch sẽ, view ngắm thành phố, perfect, có điều máy lạnh hơi xu nha, ko thấy mát miếng nào🥹;Phòng sạch sẽ, view ngắm thành phố, perfect, có điều máy lạnh hơi xu nha, ko thấy mát miếng nào🥹;Positive
Dịch vụ tốt, phòng ốc sạch, giá cả rẻ, phù hợp. Lần tới đi sẽ ghé lại ạ;Dịch vụ tốt, phòng ốc sạch, giá cả rẻ, phù hợp. Lần tới đi sẽ ghé lại ạ;Positive
Máy lạnh phòng bị hư, chảy nước đầy sàn, làm ẩm mốc phòng sàn gỗ. Nên sửa chữa;Máy lạnh phòng bị hư, chảy nước đầy sàn, làm ẩm mốc phòng sàn gỗ. Nên sửa chữa;Negative
Tạm ổn . Nhưng chất lượng giảm so với lần đi trc . Bị xuống cấp;Tạm ổn . Nhưng chất lượng giảm so với lần đi trc . Bị xuống cấp;Neutral
Vị trí tốt ở ngay trung tâm Nha Trang chỉ vài bước chân tới bãi biển. Bãi đậu xe ô tô rất hẹp cho việc đỗ - lấy xe ra. Cơ sở vật chất thiếu thốn, khi đi gửi chìa khóa khi về thì lễ tân báo kín phòng không đủ chìa khóa nên đã đưa cho khách khác và lễ tân phải lên mở cửa dùm, mỗi lần ra vào đều phải nhờ lễ tân mở cửa!;Vị trí tốt ở ngay trung tâm Nha Trang chỉ vài bước chân tới bãi biển. Bãi đậu xe ô tô rất hẹp cho việc đỗ - lấy xe ra.;Positive
Máy lạnh quá kém, mùa hè mà máy không được bảo dưỡng nên mở đến số 18 vẫn không mát , trong phòng không có được 1 chai nước uống, hồ bơi thì nhân viên bảo là đang bảo dưỡng.;Máy lạnh quá kém, mùa hè mà máy không được bảo dưỡng nên mở đến số 18 vẫn không mát , trong phòng không có được 1 chai nước uống, hồ bơi thì nhân viên bảo là đang bảo dưỡng.;Negative
Tôi rất hài lòng tuy nhiên lúc tới đây hồ bơi đang sửa nên tôi chưa thấy ok lắm;Tôi rất hài lòng tuy nhiên lúc tới đây hồ bơi đang sửa nên tôi chưa thấy ok lắm;Neutral
Không có hồ bơi. Rèm cửa dính máu, chưa sạch lắm dra giường và mền khá dơ, dính vết bẩn nhiều;Không có hồ bơi. Rèm cửa dính máu, chưa sạch lắm dra giường và mền khá dơ, dính vết bẩn nhiều;Negative
Em có ở đây nhiều lần, nhưng lần này vì lý do gặp sự cố gia đình em có đặt 2 đơn , mong ks hoàn lại phần tiền cho em, em chấp nhận 100.000 120.000/đêm cũng được ạ;Em có ở đây nhiều lần, nhưng lần này vì lý do gặp sự cố gia đình em có đặt 2 đơn , mong ks hoàn lại phần tiền cho em, em chấp nhận 100.000 120.000/đêm cũng được ạ;Neutral
Phòng sạch sẽ nhưng nhỏ hơn m nghĩ. Phòng k có tủ quần áo. Không có nước uống;Phòng sạch sẽ nhưng nhỏ hơn m nghĩ. Phòng k có tủ quần áo. Không có nước uống;Negative
Đã được hỗ trợ check in sớm, còn được trả trễ thêm 1 tiếng ks vẫn vui vẻ hỗ trợ gia đình mình , nhân viên lễ tân thì ai cũng dễ thương niềm nỡ;Đã được hỗ trợ check in sớm, còn được trả trễ thêm 1 tiếng ks vẫn vui vẻ hỗ trợ gia đình mình , nhân viên lễ tân thì ai cũng dễ thương niềm nỡ;Positive
Khách sạn khá ổn trong tầm giá, sẽ quay lại ở khi đến NT;Khách sạn khá ổn trong tầm giá, sẽ quay lại ở khi đến NT;Positive
Mình đặt 2 phòng nhưng mà có 1 phòng bị dột trần và ẩm móc trần nhà . Cần khắc phục;Mình đặt 2 phòng nhưng mà có 1 phòng bị dột trần và ẩm móc trần nhà . Cần khắc phục;Negative
Khách sạn ở vị trí đẹp. Phòng gọn gàng sạch sẽ. Nv dọn vệ sinh tốt;Khách sạn ở vị trí đẹp. Phòng gọn gàng sạch sẽ. Nv dọn vệ sinh tốt;Positive
Tiện nghi, sạch đẹp giá phải chăng, có cho thuê xe máy, gần biển, ăn uống cafe j cũng tiện lợi;Tiện nghi, sạch đẹp giá phải chăng, có cho thuê xe máy, gần biển, ăn uống cafe j cũng tiện lợi;Positive
Phòng thì rất là dơ luôn, mình đặt phòng có bồn tắm :)) chu choa nó đen có góc luôn. Bịch xà bông khách trước sdung còn lại lun nha chờiiii. Bể bơi thì dơ, không hoạt động do bão cách đây 1th ( chị nhân viên buồng phòng kể). Được cái nhân viên dễ thương thôi, còn lại thì siêu tệ. Không quay lại;Phòng thì rất là dơ luôn, mình đặt phòng có bồn tắm :)) chu choa nó đen có góc luôn. Bịch xà bông khách trước sdung còn lại lun nha chờiiii. Bể bơi thì dơ, không hoạt động do bão cách đây 1th ( chị nhân viên buồng phòng kể).;Negative
Phòng đồ đạc giống hình như hơi nhỏ so với trên hình, có rất ít khoảng trống để để vali 🥹 phòng tắm thì hơi bất tiện do dây vòi sen không có chỗ gắn lên cao để tắm, dây ngắn nữa. Nhưng nhìn chung là phòng ổn trong tầm giá, để trải nghiệm, nv nhiệt tình.;Phòng đồ đạc giống hình như hơi nhỏ so với trên hình, có rất ít khoảng trống để để vali 🥹 phòng tắm thì hơi bất tiện do dây vòi sen không có chỗ gắn lên cao để tắm, dây ngắn nữa. Nhưng nhìn chung là phòng ổn trong tầm giá, để trải nghiệm, nv nhiệt tình.;Neutral
Giá phòng khá giẻ tuy nhiên phong hơi bí Ks tận trong ngõ sâu đường đang lm nên hơi bẩn xíu;Giá phòng khá giẻ tuy nhiên phong hơi bí Ks tận trong ngõ sâu đường đang lm nên hơi bẩn xíu;Neutral
Gần Trung Tâm, phòng view thành phố, sạch sẽ , nv nhiệt tình . Có cho thuê xe 140k/ngày.;Gần Trung Tâm, phòng view thành phố, sạch sẽ , nv nhiệt tình . Có cho thuê xe 140k/ngày.;Positive
Cá nhân mình thấy phòng ốc khá đẹp và mới, với tầm giá tiền ít mà chất lượng phục vụ và tiện ít vậy là khá tốt. Chỉ hy vọng khách sạn cải tạo lại bể bơi để có view sống ảo sẽ ổn áp hơn;Cá nhân mình thấy phòng ốc khá đẹp và mới, với tầm giá tiền ít mà chất lượng phục vụ và tiện ít vậy là khá tốt. Chỉ hy vọng khách sạn cải tạo lại bể bơi để có view sống ảo sẽ ổn áp hơn;Neutral
Phòng khá ok, về hình thức đều tốt. Hồ bơi dơ, ghế ngồi ở hồ bơi cũng không dùng được. Giá thành rẻ, kiếm tới khách sạn hơi cực;Phòng khá ok, về hình thức đều tốt. Hồ bơi dơ, ghế ngồi ở hồ bơi cũng không dùng được. Giá thành rẻ, kiếm tới khách sạn hơi cực;Neutral
Chỗ ở sạch sẽ, thuận tiện , gần biển. Nhân viên dễ thương hiếu khách. Có dịp sẽ quay trở lại;Chỗ ở sạch sẽ, thuận tiện , gần biển. Nhân viên dễ thương hiếu khách. Có dịp sẽ quay trở lại;Positive
Phòng mình đặt là phòng giường tròn. Do diện tích giường to quá nên thấy phòng hơi nhỏ thui. Nhưng mình góp ý về khâu buồng phòng nên kĩ hơn, vì mình đi lần này là lần t2 đều bị thiếu khắn, và mấy bị nhỏ tiện nghi như chà răng, lược đồ. Phải xuống nhắc các bạn lát sau mới đem lên ấy hơi bất tiện.;Phòng mình đặt là phòng giường tròn. Do diện tích giường to quá nên thấy phòng hơi nhỏ thui. Nhưng mình góp ý về khâu buồng phòng nên kĩ hơn, vì mình đi lần này là lần t2 đều bị thiếu khắn, và mấy bị nhỏ tiện nghi như chà răng, lược đồ.;Negative
Phòng đẹp. Nv dth . Mọi thứ rất ok. Book trên app đc discount 😘;Phòng đẹp. Nv dth . Mọi thứ rất ok. Book trên app đc discount 😘;Positive
Trung tâm. Xe vào ngõ. Nhân viên nhiệt tình. Phòng mới sạch đẹp. Đầy đủ tiện nghi. Hỗ trợ 24/24;Trung tâm. Xe vào ngõ. Nhân viên nhiệt tình. Phòng mới sạch đẹp. Đầy đủ tiện nghi. Hỗ trợ 24/24;Positive
Rất hài lòng, nv trung thực, nhiệt tình và chu đáo. Mình có để quên đt trong phòng khi ra ngoài. Mình đi chơi cả ngày, Khi quay lại phòng phát hiện phòng mình đã được dọn dẹp sạch sẽ và Đt vân còn ở chỗ chỗ cũ. Rất tuyệt vời ạ;Rất hài lòng, nv trung thực, nhiệt tình và chu đáo. Mình có để quên đt trong phòng khi ra ngoài. Mình đi chơi cả ngày, Khi quay lại phòng phát hiện phòng mình đã được dọn dẹp sạch sẽ và Đt vân còn ở chỗ chỗ cũ. Rất tuyệt vời ạ;Positive
Điểm cộng cho nv nam làm ca đêm , phòng tôi nhận bị chảy nước và hư tivi , bạn đã nhiệt tình hỗ trợ đổi 2 lần phòng .;Điểm cộng cho nv nam làm ca đêm , phòng tôi nhận bị chảy nước và hư tivi , bạn đã nhiệt tình hỗ trợ đổi 2 lần phòng .;Positive
Phòng sạch sẽ, nhân viên vui vẻ, dịch vụ tốt so với giá tiền. Sẽ quay laaij nếu có dịp đi Nha Trang.;Phòng sạch sẽ, nhân viên vui vẻ, dịch vụ tốt so với giá tiền. Sẽ quay laaij nếu có dịp đi Nha Trang.;Positive
Phòng khá nhỏ, để nghỉ ngơi qua đêm ok. Nhưng k có tủ đồ, kệ dép, k có bàn. Đi du lịch nhiều đồ thì k thích hợp. K có nước uống miễn phí như quảng cáo.;Phòng khá nhỏ, để nghỉ ngơi qua đêm ok. Nhưng k có tủ đồ, kệ dép, k có bàn. Đi du lịch nhiều đồ thì k thích hợp. K có nước uống miễn phí như quảng cáo.;Negative
Vị trí gần biển , đi bộ 200m ra tới biển, nhân viên hỗ trợ cho check in sớm , phòng ốc tương đối sạch sẽ !!;Vị trí gần biển , đi bộ 200m ra tới biển, nhân viên hỗ trợ cho check in sớm , phòng ốc tương đối sạch sẽ !!;Positive
Phòng sạch, đến ks lúc 11:10 có phòng trống nhưng nhân viên bảo 12g mới được check in. Nếu ks linh động giờ check in hơn thì tốt hơn;Phòng sạch, đến ks lúc 11:10 có phòng trống nhưng nhân viên bảo 12g mới được check in. Nếu ks linh động giờ check in hơn thì tốt hơn;Neutral
Tuy wf hơi yếu xíu nhưng về chất lượng và giá thì ok lắm .;Tuy wf hơi yếu xíu nhưng về chất lượng và giá thì ok lắm .;Positive
Phòng sạch đẹp. Nhân vien ok. Chỉ là phòng đơn nhưng bỏ 2 giường ghép nên bị tách giường ngủ không ngon;Phòng sạch đẹp. Nhân vien ok. Chỉ là phòng đơn nhưng bỏ 2 giường ghép nên bị tách giường ngủ không ngon;Neutral
Mã Đặt phòng ghi diện tích 24m vuông, nhận phòng chỉ 12m vuông. Phòng bị rĩ nước từ trong tường, ướt nền, đi trơn trợt, không chú ý rất dễ té. Báo lễ tân khi dọn phòng lau khô được chút, sau đó như cũ và tới lúc về nước vẫn đọng vũng. không bố trí cho khách được phòng khác;Mã Đặt phòng ghi diện tích 24m vuông, nhận phòng chỉ 12m vuông. Phòng bị rĩ nước từ trong tường, ướt nền, đi trơn trợt, không chú ý rất dễ té. Báo lễ tân khi dọn phòng lau khô được chút, sau đó như cũ và tới lúc về nước vẫn đọng vũng.;Negative
Giá phòng hợp lý, phòng ốc sạch , rộng đẹp , nếu như muốn tiết kiệm tài chính thì lựa chọn em nó quá oki;Giá phòng hợp lý, phòng ốc sạch , rộng đẹp , nếu như muốn tiết kiệm tài chính thì lựa chọn em nó quá oki;Positive
Bố trí ổ điện trong phòng ít, phòng sạch sẽ, trang trí ko bị sến;Bố trí ổ điện trong phòng ít, phòng sạch sẽ, trang trí ko bị sến;Positive
